0,92,67
1,91,66
2,91,66
3,90,66
4,89,65
5,89,65
6,88,66
7,86,66
8,86,67
9,86,66
10,86,65
11,86,66
12,86,66
13,88,66
14,86,63
15,87,62
16,85,62
17,88,62
18,86,61
19,87,63
20,87,62
21,87,63
22,88,63
23,93,59
24,91,63
25,93,61
26,95,64
27,93,61
28,95,62
29,95,62
30,95,62
31,94,61
32,95,61
33,94,62
34,94,60
35,95,60
36,96,60
37,96,63
38,95,64
39,96,62
40,94,64
41,95,67
42,92,66
43,92,64
44,86,65
45,85,65
46,80,67
47,79,68
48,77,66
49,74,66
50,73,69
51,69,68
52,68,67
53,69,69
54,68,68
55,65,70
56,66,69
57,62,70
58,62,70
59,60,72
60,61,72
61,61,71
62,62,71
63,59,71
64,61,75
65,61,73
66,62,73
67,62,72
68,63,74
69,63,72
70,63,74
71,62,73
72,64,72
73,63,70
74,66,70
75,66,68
76,66,69
77,68,64
78,68,64
79,68,62
80,71,62
81,73,62
82,74,61
83,76,60
84,79,60
85,82,60
86,81,60
87,87,60
88,94,60
89,97,61
90,97,61
91,103,60
92,106,63
93,109,61
94,110,61
95,110,61
96,109,62
97,112,61
98,111,59
99,111,61
100,108,60
101,107,59
102,106,61
103,102,61
104,99,62
105,96,64
106,94,61
107,91,59
108,87,62
109,87,61
110,87,60
111,83,58
112,81,61
113,80,59
114,79,58
115,79,57
116,78,57
117,77,60
118,77,59
119,78,57
120,78,58
121,76,55
122,76,57
123,75,58
124,74,58
125,76,57
126,76,55
127,77,53
128,75,54
129,75,56
130,74,56
131,73,55
132,73,56
133,72,54
134,74,56
135,74,57
136,73,57
137,72,56
138,73,56
139,74,56
140,77,56
141,76,55
142,77,54
143,80,55
144,80,55
145,80,54
146,82,55
147,81,56
148,81,57
149,81,56
150,81,54
151,80,52
152,81,54
153,82,52
154,81,52
155,81,55
156,81,54
157,83,56
158,83,55
159,81,55
160,81,55
161,81,58
162,81,58
163,81,57
164,81,58
165,82,59
166,82,61
167,82,61
168,82,60
169,83,59
170,84,59
171,83,62
172,83,62
173,86,65
174,86,65
175,86,66
176,87,65
177,85,67
178,84,67
179,85,67
180,86,68
181,86,65
182,85,66
183,87,67
184,88,66
185,88,68
186,90,68
187,90,70
188,89,69
189,91,71
190,92,71
191,95,72
192,98,73
193,98,73
194,101,75
195,101,76
196,99,74
197,100,76
198,105,79
199,105,79
200,107,80
201,109,83
202,109,81
203,113,82
204,111,84
205,111,81
206,112,80
207,112,81
208,110,75
209,115,75
210,115,76
211,112,74
212,107,72
213,102,72
214,99,68
215,95,68
216,93,64
217,87,63
218,86,63
219,81,61
220,79,62
221,75,59
222,73,62
223,68,61
224,66,62
225,64,63
226,62,63
227,62,62
228,63,64
229,62,62
230,62,64
231,65,63
232,66,64
233,69,64
234,73,66
235,72,66
236,77,65
237,78,66
238,79,67
239,82,69
240,83,69
241,86,68
242,87,69
243,88,68
244,85,68
245,86,71
246,89,73
247,87,71
248,90,70
249,88,68
250,87,68
251,86,67
252,87,68
253,86,67
254,84,65
255,84,65
256,82,63
